Date,City,Industrial_Waste,Vehicle_Waste,AQI,Air_Quality
2015-10-19,Hyderabad,52.4,183.42,118.0,Moderate
2015-10-20,Hyderabad,55.09,256.36,179.0,Moderate
2015-10-21,Hyderabad,53.85,222.38,212.0,Poor
2015-10-22,Hyderabad,49.13999999999999,223.95,156.0,Moderate
2015-10-23,Hyderabad,49.81,200.25000000000003,191.0,Moderate
2015-10-24,Hyderabad,59.59,257.33,185.0,Moderate
2015-10-25,Hyderabad,64.46,224.29000000000005,235.0,Poor
2015-10-26,Hyderabad,64.54,214.72,210.0,Poor
2015-10-27,Hyderabad,66.58,255.65,226.0,Poor
2015-10-28,Hyderabad,57.59,197.73999999999995,227.0,Poor
2015-10-29,Hyderabad,43.5,335.36,216.0,Poor
2015-10-30,Hyderabad,50.85,617.4100000000001,487.0,Severe
2015-10-31,Hyderabad,61.26,393.07,502.0,Severe
2015-11-01,Hyderabad,54.35,144.57000000000002,188.0,Moderate
2015-11-02,Hyderabad,55.3,167.31,106.0,Moderate
2015-11-03,Hyderabad,49.6,174.38,120.0,Moderate
2015-11-04,Hyderabad,53.970000000000006,153.38000000000002,130.0,Moderate
2015-11-05,Hyderabad,53.95,167.68,103.0,Moderate
2015-11-06,Hyderabad,59.01,254.47,179.0,Moderate
2015-11-07,Hyderabad,57.52,250.67000000000004,206.0,Poor
2015-11-08,Hyderabad,63.2,196.65,145.0,Moderate
2015-11-09,Hyderabad,57.07999999999999,229.59,114.0,Moderate
2015-11-10,Hyderabad,55.09,248.86,129.0,Moderate
2015-11-11,Hyderabad,58.21,267.38,135.0,Moderate
2015-11-12,Hyderabad,55.73,268.05,275.0,Poor
2015-11-13,Hyderabad,55.8,243.99,157.0,Moderate
2015-11-14,Hyderabad,65.68,223.64,131.0,Moderate
2015-11-15,Hyderabad,60.690000000000005,236.74,144.0,Moderate
2015-11-16,Hyderabad,,204.16,130.0,Moderate
2015-11-17,Hyderabad,49.11,186.42,128.0,Moderate
2015-11-18,Hyderabad,47.07,172.21,102.0,Moderate
2015-11-19,Hyderabad,52.36000000000001,168.40999999999997,110.0,Moderate
2015-11-20,Hyderabad,38.440000000000005,137.37,86.0,Satisfactory
2015-11-21,Hyderabad,50.09,182.16000000000005,92.0,Satisfactory
2015-11-22,Hyderabad,60.59,214.37,121.0,Moderate
2015-11-23,Hyderabad,53.78,176.13999999999996,97.0,Satisfactory
2015-11-24,Hyderabad,55.73,174.37999999999997,102.0,Moderate
2015-11-25,Hyderabad,44.78,238.68000000000004,119.0,Moderate
2015-11-26,Hyderabad,48.4,281.44,199.0,Moderate
2015-11-27,Hyderabad,51.44,254.17,172.0,Moderate
2015-11-28,Hyderabad,56.71,232.87,172.0,Moderate
2015-11-29,Hyderabad,61.08,212.72,164.0,Moderate
2015-11-30,Hyderabad,48.63,187.18,119.0,Moderate
2015-12-01,Hyderabad,46.43,179.74,101.0,Moderate
2015-12-02,Hyderabad,35.23,149.76,95.0,Satisfactory
2015-12-03,Hyderabad,41.37,203.43,99.0,Satisfactory
2015-12-04,Hyderabad,51.7,221.57,120.0,Moderate
2015-12-05,Hyderabad,42.55,227.43,127.0,Moderate
2015-12-07,Hyderabad,43.38,257.38,160.0,Moderate
2015-12-08,Hyderabad,50.95,238.14,147.0,Moderate
2015-12-09,Hyderabad,46.62,222.54,137.0,Moderate
2015-12-10,Hyderabad,46.87,223.24,120.0,Moderate
2015-12-11,Hyderabad,35.57,140.73999999999998,101.0,Moderate
2015-12-12,Hyderabad,41.7,189.01,111.0,Moderate
2015-12-13,Hyderabad,49.32,190.44000000000003,124.0,Moderate
2015-12-14,Hyderabad,47.56,168.55000000000004,102.0,Moderate
2015-12-15,Hyderabad,49.68999999999999,179.93,100.0,Satisfactory
2015-12-16,Hyderabad,45.65,168.1,101.0,Moderate
2015-12-17,Hyderabad,44.63999999999999,163.37000000000003,92.0,Satisfactory
2015-12-18,Hyderabad,44.42,160.76000000000002,98.0,Satisfactory
2015-12-19,Hyderabad,42.53,193.88,101.0,Moderate
2015-12-20,Hyderabad,45.760000000000005,182.29,104.0,Moderate
2015-12-21,Hyderabad,45.58,153.39,93.0,Satisfactory
2015-12-22,Hyderabad,46.96000000000001,193.28,102.0,Moderate
2015-12-23,Hyderabad,43.95,170.54,115.0,Moderate
2015-12-24,Hyderabad,69.76,213.84,113.0,Moderate
2015-12-25,Hyderabad,91.17,205.23,142.0,Moderate
2015-12-26,Hyderabad,109.17999999999998,223.98,174.0,Moderate
2015-12-27,Hyderabad,89.89,227.55,176.0,Moderate
2015-12-28,Hyderabad,53.59,234.07,148.0,Moderate
2015-12-29,Hyderabad,57.17,281.43,147.0,Moderate
2015-12-30,Hyderabad,57.41,319.11,171.0,Moderate
2015-12-31,Hyderabad,58.35,394.0,213.0,Poor
2016-01-01,Hyderabad,50.31,408.43000000000006,387.0,Very Poor
2016-01-02,Hyderabad,56.97,244.32,211.0,Poor
2016-01-03,Hyderabad,55.81,234.1,145.0,Moderate
2016-01-04,Hyderabad,57.42999999999999,305.96,177.0,Moderate
2016-01-05,Hyderabad,55.17,255.57,218.0,Poor
2016-01-06,Hyderabad,55.150000000000006,295.29999999999995,205.0,Poor
2016-01-07,Hyderabad,60.05,216.79,195.0,Moderate
2016-01-08,Hyderabad,64.52,234.11,145.0,Moderate
2016-01-09,Hyderabad,65.65,301.04,228.0,Poor
2016-01-10,Hyderabad,82.51,258.1600000000001,200.0,Moderate
2016-01-11,Hyderabad,69.5,254.34,159.0,Moderate
2016-01-12,Hyderabad,71.30999999999999,325.22,219.0,Poor
2016-01-13,Hyderabad,77.41000000000001,300.66,257.0,Poor
2016-01-14,Hyderabad,84.3,208.3,216.0,Poor
2016-01-15,Hyderabad,78.98,194.91000000000005,155.0,Moderate
2016-01-16,Hyderabad,84.66999999999999,191.98,148.0,Moderate
2016-01-17,Hyderabad,86.53999999999999,191.32,161.0,Moderate
2016-01-18,Hyderabad,84.21000000000001,165.87999999999997,171.0,Moderate
2016-01-19,Hyderabad,50.8,169.89,152.0,Moderate
2016-01-20,Hyderabad,35.35000000000001,224.35,128.0,Moderate
2016-01-21,Hyderabad,51.99000000000001,217.64999999999995,147.0,Moderate
2016-01-22,Hyderabad,68.06,194.53,117.0,Moderate
2016-01-23,Hyderabad,61.11000000000001,210.59,118.0,Moderate
2016-01-24,Hyderabad,56.48,219.91,149.0,Moderate
2016-01-25,Hyderabad,55.21,212.16000000000005,148.0,Moderate
2016-02-04,Hyderabad,23.22,234.13,108.0,Moderate
2016-02-05,Hyderabad,50.14,226.86000000000004,174.0,Moderate
2016-02-06,Hyderabad,55.60999999999999,206.87,137.0,Moderate
2016-02-07,Hyderabad,52.52,201.41,121.0,Moderate
2016-02-08,Hyderabad,45.24999999999999,218.83,134.0,Moderate
2016-02-09,Hyderabad,49.04,222.31,149.0,Moderate
2016-02-10,Hyderabad,58.53,207.02,137.0,Moderate
2016-02-11,Hyderabad,64.32,217.1,124.0,Moderate
2016-02-12,Hyderabad,58.98000000000001,199.35,122.0,Moderate
2016-02-13,Hyderabad,60.92,206.05,120.0,Moderate
2016-02-14,Hyderabad,52.13,194.52,120.0,Moderate
2016-02-15,Hyderabad,44.510000000000005,194.55,116.0,Moderate
2016-02-16,Hyderabad,33.92,153.55,123.0,Moderate
2016-02-17,Hyderabad,43.42,217.29,95.0,Satisfactory
2016-02-18,Hyderabad,36.14,196.08000000000004,102.0,Moderate
2016-02-19,Hyderabad,38.24,189.84,100.0,Satisfactory
2016-02-20,Hyderabad,50.76,352.84000000000003,134.0,Moderate
2016-02-21,Hyderabad,64.25,701.9900000000001,442.0,Severe
2016-02-22,Hyderabad,61.87,510.06,510.0,Severe
2016-02-23,Hyderabad,57.85,210.84,235.0,Poor
2016-02-24,Hyderabad,53.97,184.37,115.0,Moderate
2016-02-25,Hyderabad,55.79,197.27,113.0,Moderate
2016-02-26,Hyderabad,44.290000000000006,181.85,109.0,Moderate
2016-02-27,Hyderabad,36.01,146.73000000000002,100.0,Satisfactory
2016-02-28,Hyderabad,35.01,167.69,99.0,Satisfactory
2016-02-29,Hyderabad,39.06,167.47,98.0,Satisfactory
2016-03-01,Hyderabad,44.41,163.74999999999997,102.0,Moderate
2016-03-02,Hyderabad,51.88,188.24,106.0,Moderate
2016-03-03,Hyderabad,60.76,183.99,110.0,Moderate
2016-03-04,Hyderabad,58.82,208.71000000000004,117.0,Moderate
2016-03-05,Hyderabad,62.68,216.98,129.0,
2016-03-06,Hyderabad,51.26,179.77999999999997,118.0,Moderate
2016-03-07,Hyderabad,51.13,160.8,100.0,Satisfactory
2016-03-08,Hyderabad,50.98,157.14,98.0,Satisfactory
2016-03-09,Hyderabad,57.73,188.09,118.0,Moderate
2016-03-10,Hyderabad,48.85999999999999,217.06000000000003,121.0,Moderate
2016-03-11,Hyderabad,52.7,220.01,117.0,Moderate
2016-03-12,Hyderabad,53.31,222.81000000000003,135.0,Moderate
2016-03-13,Hyderabad,59.01,195.11,121.0,Moderate
2016-03-14,Hyderabad,58.92,198.31,126.0,Moderate
2016-03-15,Hyderabad,37.33,173.80999999999997,109.0,Moderate
2016-03-16,Hyderabad,40.37,180.94,106.0,Moderate
2016-03-19,Hyderabad,57.72,166.03999999999996,95.0,Satisfactory
2016-03-20,Hyderabad,61.12,188.72000000000003,111.0,Moderate
2016-03-21,Hyderabad,61.09,187.77,112.0,Moderate
2016-03-22,Hyderabad,87.86,186.3,121.0,Moderate
2016-03-23,Hyderabad,71.61999999999999,237.44000000000003,123.0,Moderate
2016-03-24,Hyderabad,66.45,220.66,160.0,Moderate
2016-03-25,Hyderabad,66.33,222.08000000000004,151.0,Moderate
2016-03-26,Hyderabad,60.43,210.94,134.0,Moderate
2016-03-27,Hyderabad,71.33,218.31000000000003,141.0,Moderate
2016-03-28,Hyderabad,64.94999999999999,214.47,138.0,Moderate
2016-03-29,Hyderabad,59.49,202.46,123.0,Moderate
2016-03-30,Hyderabad,55.99,195.02,125.0,Moderate
2016-03-31,Hyderabad,51.53,170.57000000000002,92.0,Satisfactory
2016-04-01,Hyderabad,66.75999999999999,198.72000000000003,103.0,Moderate
2016-04-04,Hyderabad,60.09,249.85,146.0,Moderate
2016-04-05,Hyderabad,60.06,259.09000000000003,103.0,Moderate
2016-04-06,Hyderabad,54.18,262.02,117.0,Moderate
2016-04-07,Hyderabad,56.35,221.54,120.0,Moderate
2016-04-08,Hyderabad,61.0,200.46,88.0,Satisfactory
2016-04-09,Hyderabad,46.260000000000005,183.12,77.0,Satisfactory
2016-04-10,Hyderabad,53.71,185.41,79.0,Satisfactory
2016-04-11,Hyderabad,53.84,237.42,99.0,Satisfactory
2016-04-12,Hyderabad,56.95,242.31,117.0,Moderate
2016-04-13,Hyderabad,54.54000000000001,254.66,116.0,Moderate
2016-04-14,Hyderabad,61.760000000000005,287.09,131.0,Moderate
2016-04-15,Hyderabad,60.43000000000001,227.80000000000004,121.0,Moderate
2016-04-16,Hyderabad,55.96,234.74,125.0,Moderate
2016-04-17,Hyderabad,50.81,224.38,151.0,Moderate
2016-04-18,Hyderabad,39.220000000000006,240.82,139.0,Moderate
2016-04-19,Hyderabad,39.0,197.21,107.0,Moderate
2016-04-20,Hyderabad,41.67999999999999,234.37,105.0,Moderate
2016-04-21,Hyderabad,50.21,223.42,120.0,Moderate
2016-04-22,Hyderabad,56.34,249.87,100.0,Satisfactory
2016-04-23,Hyderabad,70.64999999999999,178.43,101.0,Moderate
2016-04-26,Hyderabad,54.34,284.33000000000004,102.0,Moderate
2016-04-27,Hyderabad,36.34,276.32,129.0,Moderate
2016-04-28,Hyderabad,46.24,244.19,110.0,Moderate
2016-04-29,Hyderabad,41.86999999999999,229.18,99.0,Satisfactory
2016-04-30,Hyderabad,58.75,212.44,100.0,Satisfactory
2016-05-01,Hyderabad,51.42999999999999,253.18,108.0,Moderate
2016-05-02,Hyderabad,60.41,198.21,104.0,Moderate
2016-05-03,Hyderabad,41.22,228.39,116.0,Moderate
2016-05-04,Hyderabad,56.95000000000001,176.51,92.0,Satisfactory
2016-05-05,Hyderabad,54.59000000000001,186.63,67.0,Satisfactory
2016-05-06,Hyderabad,29.17,263.51,72.0,Satisfactory
2016-05-07,Hyderabad,38.27,369.61,90.0,Satisfactory
2016-05-08,Hyderabad,51.26,282.85,156.0,Moderate
2016-05-09,Hyderabad,49.56,243.37,167.0,Moderate
2016-05-10,Hyderabad,49.71,200.56000000000003,105.0,Moderate
2016-05-11,Hyderabad,42.63,297.43000000000006,105.0,Moderate
2016-05-12,Hyderabad,57.98,291.45,135.0,Moderate
2016-05-13,Hyderabad,53.71,232.11,110.0,Moderate
2016-05-14,Hyderabad,59.59000000000001,235.9,110.0,Moderate
2016-05-15,Hyderabad,37.65,178.14999999999998,95.0,Satisfactory
2016-05-16,Hyderabad,39.04,194.42,92.0,Satisfactory
2016-05-17,Hyderabad,34.29,181.04,83.0,Satisfactory
2016-05-18,Hyderabad,33.16,194.78,84.0,Satisfactory
2016-05-19,Hyderabad,30.69,185.35,86.0,Satisfactory
2016-05-20,Hyderabad,36.63,170.66,92.0,Satisfactory
2016-05-21,Hyderabad,23.18,179.4,105.0,Moderate
2016-05-22,Hyderabad,27.020000000000003,197.64,93.0,Satisfactory
2016-05-23,Hyderabad,24.43,164.68000000000004,95.0,Satisfactory
2016-05-24,Hyderabad,27.3,185.22000000000003,87.0,Satisfactory
2016-05-25,Hyderabad,27.4,204.18,104.0,Moderate
2016-05-26,Hyderabad,28.480000000000004,166.16,147.0,Moderate
2016-05-27,Hyderabad,34.080000000000005,147.81,85.0,Satisfactory
2016-05-28,Hyderabad,36.16,152.39,80.0,Satisfactory
2016-05-29,Hyderabad,34.61,167.02999999999997,85.0,Satisfactory
2016-08-09,Hyderabad,17.34,93.91,86.0,Satisfactory
2016-08-10,Hyderabad,17.25,86.24000000000001,84.0,Satisfactory
2016-08-11,Hyderabad,16.020000000000003,71.72,63.0,Satisfactory
2016-09-02,Hyderabad,22.26,134.82999999999998,87.0,Satisfactory
2016-09-03,Hyderabad,26.66,143.98,78.0,Satisfactory
2016-09-04,Hyderabad,18.56,185.89,49.0,Good
2016-09-06,Hyderabad,34.26,260.18,85.0,Satisfactory
2016-09-07,Hyderabad,30.440000000000005,298.33,97.0,Satisfactory
2016-09-08,Hyderabad,32.7,247.93,93.0,Satisfactory
2016-09-10,Hyderabad,36.66,259.73,92.0,Satisfactory
2016-09-11,Hyderabad,25.19,217.44,66.0,Satisfactory
2016-09-12,Hyderabad,35.09,208.99,65.0,Satisfactory
2016-09-13,Hyderabad,38.36,153.07999999999998,66.0,Satisfactory
2016-09-14,Hyderabad,42.13,148.6,55.0,Satisfactory
2016-09-15,Hyderabad,35.6,143.29999999999998,70.0,Satisfactory
2016-09-16,Hyderabad,11.64,124.40999999999998,59.0,Satisfactory
2016-09-20,Hyderabad,27.98,90.21,62.0,Satisfactory
2016-09-21,Hyderabad,28.25,134.48000000000002,52.0,Satisfactory
2016-09-22,Hyderabad,34.48,116.32999999999998,52.0,Satisfactory
2016-09-23,Hyderabad,33.620000000000005,104.05,34.0,Good
2016-09-25,Hyderabad,27.88,153.76,66.0,Satisfactory
2016-09-26,Hyderabad,45.85,215.04,82.0,Satisfactory
2016-09-27,Hyderabad,42.0,208.46,78.0,Satisfactory
2016-09-28,Hyderabad,45.16,233.87,86.0,Satisfactory
2016-09-29,Hyderabad,42.01,237.84999999999997,100.0,Satisfactory
2016-09-30,Hyderabad,49.57,218.67,103.0,Moderate
2016-10-01,Hyderabad,41.010000000000005,145.49,70.0,Satisfactory
2016-10-02,Hyderabad,33.459999999999994,121.55,55.0,Satisfactory
2016-10-03,Hyderabad,35.190000000000005,106.94,72.0,Satisfactory
2016-10-04,Hyderabad,29.92,122.01,47.0,Good
2016-10-05,Hyderabad,29.06,113.73,73.0,Satisfactory
2016-10-06,Hyderabad,28.45,159.77999999999997,56.0,Satisfactory
2016-10-07,Hyderabad,30.15,148.94,63.0,Satisfactory
2016-10-08,Hyderabad,26.0,127.1,55.0,Satisfactory
2016-10-09,Hyderabad,32.370000000000005,130.89,65.0,Satisfactory
2016-10-12,Hyderabad,55.64,238.28,106.0,Moderate
2016-10-13,Hyderabad,57.61999999999999,268.22,104.0,Moderate
2016-10-14,Hyderabad,64.31,276.69,97.0,Satisfactory
2016-10-15,Hyderabad,59.9,259.82,97.0,Satisfactory
2016-10-16,Hyderabad,66.16,307.63000000000005,108.0,Moderate
2016-10-17,Hyderabad,63.19,323.22,100.0,Satisfactory
2016-10-18,Hyderabad,62.2,324.30999999999995,97.0,Satisfactory
2016-10-19,Hyderabad,67.98999999999998,302.6,103.0,Moderate
2016-10-20,Hyderabad,72.77999999999999,310.78000000000003,104.0,Moderate
2016-10-21,Hyderabad,73.97,304.81,102.0,Moderate
2016-10-22,Hyderabad,66.13000000000001,332.84,104.0,Moderate
2016-10-24,Hyderabad,62.260000000000005,299.71,107.0,Moderate
2016-10-25,Hyderabad,49.150000000000006,298.45,114.0,Moderate
2016-10-26,Hyderabad,73.53,306.82,107.0,Moderate
2016-10-27,Hyderabad,104.13,290.73,117.0,Moderate
2016-10-28,Hyderabad,119.84,265.74000000000007,116.0,Moderate
2016-10-29,Hyderabad,105.26999999999998,297.52,130.0,Moderate
2016-10-30,Hyderabad,77.77,230.93000000000004,129.0,Moderate
2016-10-31,Hyderabad,71.96000000000001,213.34,106.0,Moderate
2016-11-01,Hyderabad,112.18,267.63,118.0,Moderate
2016-11-02,Hyderabad,118.51,228.07,134.0,Moderate
2016-11-03,Hyderabad,97.23,222.76,104.0,Moderate
2016-11-04,Hyderabad,93.92,204.44000000000003,113.0,Moderate
2016-11-05,Hyderabad,102.65999999999998,234.07,151.0,Moderate
2016-11-06,Hyderabad,100.97,229.29,119.0,Moderate
2016-11-07,Hyderabad,115.94,237.21999999999997,124.0,Moderate
2016-11-08,Hyderabad,108.16,251.0,112.0,Moderate
2016-11-09,Hyderabad,111.15,257.8,147.0,Moderate
2016-11-10,Hyderabad,128.22,297.52,144.0,Moderate
2016-11-11,Hyderabad,129.31,282.27000000000004,129.0,Moderate
2016-11-12,Hyderabad,129.6,284.56,152.0,Moderate
2016-11-13,Hyderabad,121.38,262.18999999999994,163.0,Moderate
2016-11-14,Hyderabad,76.6,263.67,122.0,Moderate
2016-11-15,Hyderabad,81.99,255.56,125.0,Moderate
2016-11-16,Hyderabad,130.92000000000002,249.94,140.0,Moderate
2016-11-17,Hyderabad,119.25,259.36,104.0,Moderate
2016-11-18,Hyderabad,115.33,249.89,133.0,Moderate
2016-11-19,Hyderabad,113.84999999999998,285.83,141.0,Moderate
2016-11-20,Hyderabad,95.4,285.35,122.0,Moderate
2016-11-21,Hyderabad,90.63,270.31,105.0,Moderate
2016-11-22,Hyderabad,74.56999999999998,281.06,98.0,Satisfactory
2016-11-23,Hyderabad,99.53,267.88,124.0,Moderate
2016-11-24,Hyderabad,99.27000000000002,283.32,162.0,Moderate
2016-11-25,Hyderabad,93.81,251.29,136.0,Moderate
2016-11-26,Hyderabad,71.78,169.38000000000002,109.0,
2016-11-27,Hyderabad,101.95,179.95999999999998,106.0,Moderate
2016-11-28,Hyderabad,99.87999999999998,188.07,105.0,Moderate
2016-11-29,Hyderabad,90.58,209.65,113.0,Moderate
2016-11-30,Hyderabad,83.01,294.83000000000004,100.0,Satisfactory
2016-12-01,Hyderabad,73.06000000000002,264.0,103.0,Moderate
2016-12-02,Hyderabad,74.15,269.45,96.0,Satisfactory
2016-12-03,Hyderabad,42.5,228.02,112.0,Moderate
2016-12-04,Hyderabad,53.09,244.11,94.0,Satisfactory
2016-12-05,Hyderabad,78.08999999999999,273.66,112.0,Moderate
2016-12-06,Hyderabad,101.69,259.19,115.0,Moderate
2016-12-07,Hyderabad,92.78,257.15000000000003,109.0,Moderate
2016-12-08,Hyderabad,90.93000000000002,281.62,110.0,Moderate
2016-12-09,Hyderabad,93.5,270.83000000000004,126.0,Moderate
2016-12-10,Hyderabad,90.28,273.97,117.0,Moderate
2016-12-11,Hyderabad,98.13,286.5,104.0,Moderate
2016-12-12,Hyderabad,92.42,261.13,103.0,Moderate
2016-12-13,Hyderabad,79.77000000000001,269.87,105.0,Moderate
2016-12-14,Hyderabad,44.88,169.32999999999996,82.0,Satisfactory
2016-12-15,Hyderabad,42.28,257.15000000000003,96.0,Satisfactory
2016-12-16,Hyderabad,78.11,259.06,133.0,Moderate
2016-12-17,Hyderabad,76.86999999999999,277.73,117.0,Moderate
2016-12-18,Hyderabad,81.20999999999998,273.41,96.0,Satisfactory
2016-12-19,Hyderabad,91.94,278.99999999999994,102.0,Moderate
2016-12-20,Hyderabad,108.18999999999998,280.83,117.0,Moderate
2016-12-21,Hyderabad,96.85,278.71000000000004,106.0,Moderate
2016-12-22,Hyderabad,96.79,286.79999999999995,102.0,Moderate
2016-12-23,Hyderabad,82.5,275.46,101.0,Moderate
2016-12-24,Hyderabad,89.56,292.15,104.0,Moderate
2016-12-25,Hyderabad,75.12,269.09,106.0,Moderate
2016-12-26,Hyderabad,72.2,275.04,106.0,Moderate
2016-12-27,Hyderabad,96.53,286.48,95.0,Satisfactory
2016-12-28,Hyderabad,116.0,300.66,160.0,Moderate
2016-12-29,Hyderabad,69.65,266.49,124.0,Moderate
2016-12-30,Hyderabad,96.65,261.27,160.0,Moderate
2016-12-31,Hyderabad,89.76,247.47,173.0,Moderate
2017-01-01,Hyderabad,75.44,232.52,110.0,Moderate
2017-01-02,Hyderabad,69.31,225.07,103.0,Moderate
2017-01-03,Hyderabad,74.59,299.26000000000005,103.0,Moderate
2017-01-04,Hyderabad,95.41,423.11,215.0,Poor
2017-01-05,Hyderabad,73.33,376.9000000000001,276.0,Poor
2017-01-06,Hyderabad,72.09,345.22,158.0,Moderate
2017-01-07,Hyderabad,66.86,241.57,137.0,Moderate
2017-01-08,Hyderabad,56.24,,102.0,Moderate
2017-01-09,Hyderabad,64.14,197.29,96.0,Satisfactory
2017-01-10,Hyderabad,60.91,237.48,98.0,Satisfactory
2017-01-11,Hyderabad,83.6,347.17999999999995,163.0,Moderate
2017-01-12,Hyderabad,110.7,439.85,236.0,Poor
2017-01-13,Hyderabad,61.42,371.75999999999993,281.0,Poor
2017-01-14,Hyderabad,56.14,266.36,183.0,Moderate
2017-01-15,Hyderabad,47.09,278.23,164.0,Moderate
2017-01-16,Hyderabad,,321.97,184.0,Moderate
2017-01-17,Hyderabad,38.71,270.17,133.0,Moderate
2017-01-18,Hyderabad,62.63,203.51,126.0,Moderate
2017-01-19,Hyderabad,70.3,249.16000000000005,104.0,Moderate
2017-01-20,Hyderabad,64.67999999999999,298.66,150.0,Moderate
2017-01-21,Hyderabad,55.69,324.6,156.0,Moderate
2017-01-22,Hyderabad,60.71,264.2,113.0,Moderate
2017-01-23,Hyderabad,68.26,338.1,156.0,Moderate
2017-01-24,Hyderabad,66.08,312.58000000000004,151.0,Moderate
2017-01-25,Hyderabad,68.15,309.35,149.0,Moderate
2017-01-26,Hyderabad,79.99,238.26,132.0,Moderate
2017-01-27,Hyderabad,59.870000000000005,233.24000000000004,100.0,Satisfactory
2017-01-28,Hyderabad,55.81000000000001,278.56000000000006,115.0,Moderate
2017-01-29,Hyderabad,85.83,347.8,199.0,Moderate
2017-01-30,Hyderabad,77.79,309.12,129.0,Moderate
2017-01-31,Hyderabad,67.36999999999999,261.66,110.0,Moderate
2017-02-01,Hyderabad,81.29,204.76,151.0,Moderate
2017-02-02,Hyderabad,72.25000000000001,221.57,102.0,Moderate
2017-02-03,Hyderabad,84.57000000000001,247.6,113.0,Moderate
2017-02-04,Hyderabad,97.67000000000002,302.6599999999999,149.0,Moderate
2017-02-05,Hyderabad,110.17,259.2,164.0,Moderate
2017-02-06,Hyderabad,79.54,296.11,118.0,Moderate
2017-02-07,Hyderabad,68.34,388.99000000000007,185.0,Moderate
2017-02-08,Hyderabad,62.74999999999999,336.1,180.0,Moderate
2017-02-09,Hyderabad,57.96000000000001,288.77000000000004,161.0,Moderate
2017-02-10,Hyderabad,72.55,241.3,121.0,Moderate
2017-02-14,Hyderabad,67.95,251.21,137.0,Moderate
2017-02-15,Hyderabad,50.62,280.64,123.0,Moderate
2017-02-16,Hyderabad,65.78,353.85,158.0,Moderate
2017-02-17,Hyderabad,70.88999999999999,388.26,193.0,Moderate
2017-02-18,Hyderabad,76.88999999999999,378.96,179.0,Moderate
2017-02-19,Hyderabad,81.67,319.6000000000001,141.0,Moderate
2017-02-20,Hyderabad,64.91,308.18999999999994,160.0,Moderate
2017-02-21,Hyderabad,67.28,289.41,128.0,Moderate
2017-02-22,Hyderabad,72.89,337.12999999999994,161.0,Moderate
2017-02-23,Hyderabad,82.86999999999999,362.41,164.0,Moderate
2017-02-24,Hyderabad,94.88,362.85,183.0,Moderate
2017-02-25,Hyderabad,99.22,396.58,165.0,Moderate
2017-02-26,Hyderabad,91.1,325.18,165.0,Moderate
2017-02-27,Hyderabad,84.63999999999999,297.73,179.0,Moderate
2017-02-28,Hyderabad,95.83,359.88000000000005,197.0,Moderate
2017-03-01,Hyderabad,56.26,307.59000000000003,166.0,Moderate
2017-03-02,Hyderabad,53.82,253.54,147.0,Moderate
2017-03-03,Hyderabad,60.59,175.09999999999997,142.0,Moderate
2017-03-04,Hyderabad,80.2,183.03,116.0,Moderate
2017-03-05,Hyderabad,71.31,150.12,102.0,Moderate
2017-03-06,Hyderabad,62.38,211.96,106.0,Moderate
2017-03-07,Hyderabad,68.94,161.33999999999995,109.0,Moderate
2017-03-08,Hyderabad,73.92999999999999,,124.0,Moderate
2017-03-09,Hyderabad,71.29999999999998,365.16,181.0,Moderate
2017-03-10,Hyderabad,52.97,174.92000000000002,113.0,Moderate
2017-03-11,Hyderabad,57.85,204.17,108.0,Moderate
2017-03-12,Hyderabad,69.16999999999999,271.76000000000005,117.0,Moderate
2017-03-13,Hyderabad,81.9,345.1499999999999,143.0,Moderate
2017-03-14,Hyderabad,70.59,268.31,161.0,Moderate
2017-03-15,Hyderabad,50.62,125.71,95.0,Satisfactory
2017-03-16,Hyderabad,51.06,126.62,76.0,Satisfactory
2017-03-17,Hyderabad,60.64,268.59000000000003,97.0,Satisfactory
2017-03-18,Hyderabad,64.56,376.93,146.0,Moderate
2017-03-19,Hyderabad,58.01,409.89,167.0,Moderate
2017-03-20,Hyderabad,52.46,351.01,144.0,Moderate
2017-03-21,Hyderabad,75.49,365.02,145.0,Moderate
2017-03-22,Hyderabad,92.73,341.45,171.0,Moderate
2017-03-23,Hyderabad,76.94,315.16,175.0,Moderate
2017-03-24,Hyderabad,78.07,275.21,148.0,Moderate
2017-03-25,Hyderabad,80.58999999999999,295.63,137.0,Moderate
2017-03-26,Hyderabad,80.27000000000001,293.41,140.0,Moderate
2017-03-27,Hyderabad,81.32,279.25,164.0,Moderate
2017-03-28,Hyderabad,70.21999999999998,254.94,154.0,Moderate
2017-03-29,Hyderabad,64.73,235.85,127.0,Moderate
2017-03-30,Hyderabad,64.52,241.08,114.0,Moderate
2017-03-31,Hyderabad,72.01,236.95,150.0,Moderate
2017-04-01,Hyderabad,67.38000000000001,225.27,136.0,Moderate
2017-04-02,Hyderabad,59.53,274.74000000000007,123.0,Moderate
2017-04-03,Hyderabad,62.47,243.69,132.0,Moderate
2017-04-04,Hyderabad,67.88000000000001,212.74,123.0,Moderate
2017-04-05,Hyderabad,51.27,206.52,103.0,Moderate
2017-04-06,Hyderabad,49.72,236.67,92.0,Satisfactory
2017-04-07,Hyderabad,59.510000000000005,235.67,136.0,Moderate
2017-04-08,Hyderabad,59.830000000000005,335.46,128.0,Moderate
2017-04-09,Hyderabad,53.47,377.91,175.0,Moderate
2017-04-10,Hyderabad,65.3,330.39,164.0,Moderate
